Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 150 m²,150 m²,"R$  12.750
Valor m² R$  85",0,0,2
"SEPS 709/909, ASA SUL, BRASILIA",Aluguel Sala 210 m²,210 m²,"R$  20.000
Valor m² R$  95",0,0,6
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Loja 246 m²,246 m²,"R$  92.000
Valor m² R$  373",0,0,4825
"Condomínio Jardins Mangueiral, JARDINS MANGUEIRAL, BRASILIA",Aluguel Loja 106 m²,106 m²,"R$  4.500
Valor m² R$  42",0,0,0
"SGCV, PARK SUL, BRASILIA",Aluguel Apartamento 347 m²,347 m²,"R$  25.000
Valor m² R$  72",4,4,4
"Condomínio Santa Felicidade, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 180 m²,180 m²,"R$  6.990
Valor m² R$  38",3,1,2
"SCEN Trecho 1 Conjunto 36, ASA NORTE, BRASILIA",Aluguel Apartamento 101 m²,101 m²,"R$  11.500
Valor m² R$  113",3,1,2
"SEPS 707/907, ASA SUL, BRASILIA",Aluguel Sala 86 m²,86 m²,"R$  9.541
Valor m² R$  110",0,0,0
"CLN 312 Bloco D, ASA NORTE, BRASILIA",Aluguel Galpão 76 m²,76 m²,"R$  2.100
Valor m² R$  27",0,0,0
"CA 02, LAGO NORTE, BRASILIA",Aluguel Prédio 520 m²,520 m²,"R$  25.000
Valor m² R$  48",0,0,0
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  950
Valor m² R$  35",0,0,0
"SCS Quadra 4, ASA SUL, BRASILIA",Aluguel Sala 46 m²,46 m²,"R$  700
Valor m² R$  15",0,0,0
"CLN 402 Bloco C, ASA NORTE, BRASILIA",Aluguel Kitnet 37 m²,37 m²,"R$  1.350
Valor m² R$  36",0,0,0
"SEPN 511 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 1222 m²,1222 m²,"R$  35.000
Valor m² R$  28",0,0,0
"SDN Lote Único, ASA NORTE, BRASILIA",Aluguel Sala 41 m²,41 m²,"R$  1.400
Valor m² R$  34",0,0,0
"SCEN Trecho 1 Conjunto 36, ASA NORTE, BRASILIA",Aluguel Apartamento 134 m²,134 m²,"R$  13.000
Valor m² R$  97",4,2,3
"SHLN Bloco K Lote 11, ASA NORTE, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  1.000
Valor m² R$  28",0,0,0
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 49 m²,49 m²,"R$  2.770
Valor m² R$  56",0,0,0
"SAUS Quadra 4, ASA SUL, BRASILIA",Aluguel Sala 51 m²,51 m²,"R$  2.200
Valor m² R$  43",0,0,0
"SCRN 716 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.650
Valor m² R$  55",0,0,0
"SHIS QI 25, LAGO SUL, BRASILIA",Aluguel Casa 700 m²,700 m²,"R$  32.000
Valor m² R$  45",4,4,0
"CLS 112 Bloco B, ASA SUL, BRASILIA",Aluguel Sala 62 m²,62 m²,"R$  2.400
Valor m² R$  38",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  159
Valor m² R$  13",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Kitnet 27 m²,27 m²,"R$  1.000
Valor m² R$  37",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 621 m²,621 m²,"R$  42.000
Valor m² R$  67",0,0,15
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  4.800
Valor m² R$  150",0,0,0
"CLN 211, ASA NORTE, BRASILIA",Aluguel Sala 20 m²,20 m²,"R$  850
Valor m² R$  42",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  700
Valor m² R$  21",0,0,0
"SQS 304, ASA SUL, BRASILIA",Aluguel Galpão 70 m²,70 m²,"R$  8.500
Valor m² R$  121",0,1,0
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Loja 246 m²,246 m²,"R$  92.000
Valor m² R$  373",0,0,0
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.200
Valor m² R$  36",0,0,0
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.100
Valor m² R$  32",0,0,0
"SHS Quadra 6, ASA SUL, BRASILIA",Aluguel Loja 52 m²,52 m²,"R$  4.320
Valor m² R$  83",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Loja 12 m²,12 m²,"R$  299
Valor m² R$  24",0,0,0
"CLS 310 Bloco C, ASA SUL, BRASILIA",Aluguel Loja 126 m²,126 m²,"R$  6.200
Valor m² R$  49",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  1.700
Valor m² R$  65",0,0,0
"SMHN, ASA NORTE, BRASILIA",Aluguel Loja 56 m²,56 m²,"R$  4.220
Valor m² R$  75",0,0,0
"Avenida Rabelo, VILA PLANALTO, BRASILIA",Aluguel Casa 200 m²,200 m²,"R$  5.200
Valor m² R$  26",3,1,2
"SRTVS Bloco K, ASA SUL, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  1.200
Valor m² R$  38",0,0,0
"SCS Quadra 02 Bloco B Lote 20, ASA SUL, BRASILIA",Aluguel Sala 57 m²,57 m²,"R$  1.425
Valor m² R$  25",0,0,0
"CRS 504 Bloco C, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  700
Valor m² R$  23",0,0,0
"Condomínio Ecológico Parque do Mirante, JARDIM BOTANICO, BRASILIA",Aluguel Casa 250 m²,250 m²,"R$  3.300
Valor m² R$  13",3,0,2
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  860
Valor m² R$  26",0,0,0
"CLN 112 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 50 m²,50 m²,"R$  1.700
Valor m² R$  34",0,0,0
"SBN Quadra 01 Bloco B Lote 14, ASA NORTE, BRASILIA",Aluguel Sala 168 m²,168 m²,"R$  100
Valor m² R$  0",0,0,2
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.600
Valor m² R$  103",0,0,0
"EQS 414/415, ASA SUL, BRASILIA",Aluguel Galpão 3000 m²,3000 m²,"R$  75.000
Valor m² R$  25",0,0,40
"SHS Quadra 6 Conjunto A, ASA SUL, BRASILIA",Aluguel Hotel Flat 51 m²,51 m²,"R$  3.500
Valor m² R$  68",0,0,0
"CLSW 103, SUDOESTE, BRASILIA",Aluguel Loja 32 m²,32 m²,"R$  1.700
Valor m² R$  53",0,0,0
"SBN Quadra 02 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 287 m²,287 m²,"R$  28.749
Valor m² R$  100",0,0,2
"EQRSW 7/8, SUDOESTE, BRASILIA",Aluguel Apartamento 32 m²,32 m²,"R$  3.700
Valor m² R$  115",0,1,0
"CRS 513 Bloco B, ASA SUL, BRASILIA",Aluguel Prédio 1480 m²,1480 m²,"R$  50.000
Valor m² R$  33",0,0,0
"CLN 410 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 18 m²,18 m²,"R$  2.500
Valor m² R$  138",0,0,0
"CLN 412, ASA NORTE, BRASILIA",Aluguel Loja 29 m²,29 m²,"R$  1.500
Valor m² R$  51",0,0,0
"SEPS 709/909, ASA SUL, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  1.900
Valor m² R$  59",0,0,0
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.100
Valor m² R$  32",0,0,0
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  3.080
Valor m² R$  110",0,0,0
"SHIN QI 12 Conjunto 2, LAGO NORTE, BRASILIA",Aluguel Casa 650 m²,650 m²,"R$  16.000
Valor m² R$  24",5,4,4
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 796 m²,796 m²,"R$  36.400
Valor m² R$  45",0,0,14
"SHCGN 703 Bloco L, ASA NORTE, BRASILIA",Aluguel Apartamento 80 m²,80 m²,"R$  3.700
Valor m² R$  46",2,1,0
"SQNW 106 Bloco G, NOROESTE, BRASILIA",Aluguel Apartamento 87 m²,87 m²,"R$  6.150
Valor m² R$  70",2,1,2
"CLN 307 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 37 m²,37 m²,"R$  1.100
Valor m² R$  29",0,0,0
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Apartamento 30 m²,30 m²,"R$  1.300
Valor m² R$  43",0,0,0
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Loja 336 m²,336 m²,"R$  90.000
Valor m² R$  267",0,0,10
"CCSW 4, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  2.450
Valor m² R$  81",0,1,0
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 70 m²,70 m²,"R$  7.500
Valor m² R$  107",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  500
Valor m² R$  15",0,0,0
"SCN Quadra 2, ASA NORTE, BRASILIA",Aluguel Sala 540 m²,540 m²,"R$  49.500
Valor m² R$  91",0,0,11
"SQNW 309 Bloco J, NOROESTE, BRASILIA",Aluguel Apartamento 154 m²,154 m²,"R$  7.500
Valor m² R$  48",3,3,2
"EQ 03/05, JARDIM BOTANICO, BRASILIA",Aluguel Loja 51 m²,51 m²,"R$  3.300
Valor m² R$  64",0,0,0
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  800
Valor m² R$  22",0,0,0
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  700
Valor m² R$  23",0,0,0
"SMDB Conjunto 12, LAGO SUL, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  1.200
Valor m² R$  46",0,0,0
"CLN 201 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  900
Valor m² R$  28",0,0,0
"CA 02, LAGO NORTE, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  3.700
Valor m² R$  52",2,0,0
"SCN Quadra 02 Bloco D, ASA NORTE, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  250
Valor m² R$  20",0,0,0
"SQS 310 Bloco D, ASA SUL, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  3.500
Valor m² R$  50",2,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Loja 22 m²,22 m²,"R$  1.600
Valor m² R$  72",0,0,0
"CLN 115 Bloco A, ASA NORTE, BRASILIA",Aluguel Kitnet 20 m²,20 m²,"R$  950
Valor m² R$  47",0,0,0
"SIG Quadra 2, SIG, BRASILIA",Aluguel Sala 1800 m²,1800 m²,"R$  270.000
Valor m² R$  150",0,0,0
"CLNW 10/11 Lote I, NOROESTE, BRASILIA",Aluguel Loja 41 m²,41 m²,"R$  7.700
Valor m² R$  187",0,0,6
"SQNW 306, NOROESTE, BRASILIA",Aluguel Apartamento 151 m²,151 m²,"R$  12.000
Valor m² R$  79",3,2,2
"SEPS 713/913, ASA SUL, BRASILIA",Aluguel Apartamento 28 m²,28 m²,"R$  2.200
Valor m² R$  78",0,0,0
"SAUS Quadra 5, ASA SUL, BRASILIA",Aluguel Prédio 4588 m²,4588 m²,"R$  250.000
Valor m² R$  54",0,0,56
"DF 003 km 7,5   CPC Olhos D Água, TAQUARI, BRASILIA",Aluguel Lote/Terreno/Área 1129 m²,1129 m²,"R$  7.000
Valor m² R$  6",0,0,0
"SMDB Conjunto 12, LAGO SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  2.500
Valor m² R$  83",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 780 m²,780 m²,"R$  43.000
Valor m² R$  55",0,0,14
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.100
Valor m² R$  32",0,0,0
"SQS 216, ASA SUL, BRASILIA",Aluguel Apartamento 170 m²,170 m²,"R$  9.900
Valor m² R$  58",3,1,0
"SQNW 110 Bloco B, NOROESTE, BRASILIA",Aluguel Apartamento 34 m²,34 m²,"R$  3.500
Valor m² R$  102",0,0,0
"SGCV Lote 11, PARK SUL, BRASILIA",Aluguel Apartamento 54 m²,54 m²,"R$  3.850
Valor m² R$  71",2,2,2
"SMPW Quadra 5 Conjunto 11, PARK WAY, BRASILIA",Aluguel Casa 1800 m²,1800 m²,"R$  40.000
Valor m² R$  22",6,4,6
"CA 11, LAGO NORTE, BRASILIA",Aluguel Apartamento 40 m²,40 m²,"R$  1.550
Valor m² R$  38",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.000
Valor m² R$  35",0,0,0
"SHTN Trecho 2, ASA NORTE, BRASILIA",Aluguel Apartamento 50 m²,50 m²,"R$  8.500
Valor m² R$  170",2,0,0
"SQN 105, ASA NORTE, BRASILIA",Aluguel Apartamento 115 m²,115 m²,"R$  5.490
Valor m² R$  47",3,0,0
"SHIS QI 19 Bloco C, LAGO SUL, BRASILIA",Aluguel Loja 122 m²,122 m²,"R$  8.000
Valor m² R$  65",0,0,0
"SQN 405 Bloco K, ASA NORTE, BRASILIA",Aluguel Apartamento 78 m²,78 m²,"R$  4.000
Valor m² R$  51",3,0,0
"SGCV, PARK SUL, BRASILIA",Aluguel Apartamento 51 m²,51 m²,"R$  4.500
Valor m² R$  88",0,0,0
"CLN 116 Bloco H, ASA NORTE, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  600
Valor m² R$  17",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Sala 90 m²,90 m²,"R$  3.499
Valor m² R$  38",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  158
Valor m² R$  13",0,0,0
"SGAN 607 Módulo A, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.400
Valor m² R$  46",0,0,0
"SRTVS Bloco K, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  900
Valor m² R$  30",0,0,0
"SQN 303 Bloco D, ASA NORTE, BRASILIA",Aluguel Apartamento 108 m²,108 m²,"R$  6.200
Valor m² R$  57",3,1,0
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  950
Valor m² R$  35",0,0,0
"SIG Quadra 4, SIG, BRASILIA",Aluguel Sala 41 m²,41 m²,"R$  3.000
Valor m² R$  72",0,0,2
"QRSW 1 Bloco A 8, SUDOESTE, BRASILIA",Aluguel Apartamento 62 m²,62 m²,"R$  3.700
Valor m² R$  59",2,0,0
"Condomínio Le Jardin, JARDIM BOTANICO, BRASILIA",Aluguel Casa 250 m²,250 m²,"R$  9.900
Valor m² R$  39",5,1,2
"SQN 103 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.500
Valor m² R$  100",0,0,0
"SCLRN 716, ASA NORTE, BRASILIA",Aluguel Kitnet 22 m²,22 m²,"R$  700
Valor m² R$  31",0,0,0
"SCS Quadra 1, ASA SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  500
Valor m² R$  17",0,0,0
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Casa 1260 m²,1260 m²,"R$  5.000
Valor m² R$  3",2,0,0
"SIG Quadra 8, SIG, BRASILIA",Aluguel Sala 270 m²,270 m²,"R$  12.000
Valor m² R$  44",0,0,0
"SGAN 914, ASA NORTE, BRASILIA",Aluguel Kitnet 37 m²,37 m²,"R$  1.750
Valor m² R$  47",0,0,0
"SQS 211, ASA SUL, BRASILIA",Aluguel Apartamento 140 m²,140 m²,"R$  9.000
Valor m² R$  64",2,1,0
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 96 m²,96 m²,"R$  11.500
Valor m² R$  119",2,1,0
"SCRN 714/715 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 108 m²,108 m²,"R$  3.200
Valor m² R$  29",0,0,0
"CLSW 104 Bloco C, SUDOESTE, BRASILIA",Aluguel Loja 40 m²,40 m²,"R$  2.500
Valor m² R$  62",0,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  600
Valor m² R$  18",0,0,0
"SCN Quadra 02 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  2.500
Valor m² R$  73",0,0,0
"SEPS 714/914, ASA SUL, BRASILIA",Aluguel Loja 14 m²,14 m²,"R$  250
Valor m² R$  17",0,0,0
"SDS Bloco O, ASA SUL, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  400
Valor m² R$  15",0,0,0
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",Aluguel Casa 350 m²,350 m²,"R$  11.000
Valor m² R$  31",4,3,2
"SCRN 710/711, ASA NORTE, BRASILIA",Aluguel Kitnet 31 m²,31 m²,"R$  1.100
Valor m² R$  35",0,0,0
"SGCV Lote 13, PARK SUL, BRASILIA",Aluguel Apartamento 27 m²,27 m²,"R$  1.900
Valor m² R$  70",0,1,0
"SEPS 713/913, ASA SUL, BRASILIA",Aluguel Apartamento 34 m²,34 m²,"R$  3.500
Valor m² R$  102",0,1,0
"SHIS QI 19 Bloco C, LAGO SUL, BRASILIA",Aluguel Loja 256 m²,256 m²,"R$  16.000
Valor m² R$  62",0,0,0
"SEPN 505, ASA NORTE, BRASILIA",Aluguel Prédio 1665 m²,1665 m²,"R$  110.000
Valor m² R$  66",0,0,0
"SQS 416 Bloco P, ASA SUL, BRASILIA",Aluguel Apartamento 92 m²,92 m²,"R$  5.200
Valor m² R$  56",2,1,0
"CA 01, LAGO NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.050
Valor m² R$  35",0,0,0
"SAUS Quadra 1, ASA SUL, BRASILIA",Aluguel Sala 43 m²,43 m²,"R$  2.800
Valor m² R$  65",0,0,0
"SHTN, ASA NORTE, BRASILIA",Aluguel Apartamento 73 m²,73 m²,"R$  7.818
Valor m² R$  107",2,1,0
"SEPS 707/907, ASA SUL, BRASILIA",Aluguel Sala 196 m²,196 m²,"R$  21.589
Valor m² R$  109",0,0,0
"CLN 412 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 27 m²,27 m²,"R$  1.350
Valor m² R$  50",0,0,0
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Sala 180 m²,180 m²,"R$  18.946
Valor m² R$  105",0,0,6
"CLN 202 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 189 m²,189 m²,"R$  7.000
Valor m² R$  36",0,0,0
"SQS 409 Bloco E, ASA SUL, BRASILIA",Aluguel Apartamento 33 m²,33 m²,"R$  2.300
Valor m² R$  69",0,0,0
"SCS Quadra 2, ASA SUL, BRASILIA",Aluguel Prédio 4020 m²,4020 m²,"R$  76.000
Valor m² R$  18",0,0,6
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 358 m²,358 m²,"R$  8.000
Valor m² R$  22",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 90 m²,90 m²,"R$  2.400
Valor m² R$  26",0,0,0
"SHN Quadra 4 Bloco E, ASA NORTE, BRASILIA",Aluguel Apartamento 39 m²,39 m²,"R$  3.100
Valor m² R$  79",0,0,0
"CLN 305, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.200
Valor m² R$  42",0,0,0
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 120 m²,120 m²,"R$  8.500
Valor m² R$  70",3,3,3
"SBS Quadra 1, ASA SUL, BRASILIA",Aluguel Prédio 1378 m²,1378 m²,"R$  68.900
Valor m² R$  50",0,0,0
"SCRN 712/713 Bloco D, ASA NORTE, BRASILIA",Aluguel Kitnet 24 m²,24 m²,"R$  1.400
Valor m² R$  58",0,0,0
"SHN Quadra 1 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 54 m²,54 m²,"R$  4.600
Valor m² R$  85",0,0,0
"SCS Quadra 07 Bloco A, ASA SUL, BRASILIA",Aluguel Sala 315 m²,315 m²,"R$  8.000
Valor m² R$  25",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  200
Valor m² R$  16",0,0,0
"CLSW 103 Bloco B, SUDOESTE, BRASILIA",Aluguel Loja 36 m²,36 m²,"R$  1.600
Valor m² R$  44",0,0,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 730 m²,730 m²,"R$  8.500
Valor m² R$  11",6,4,2
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",Aluguel Hotel Flat 31 m²,31 m²,"R$  3.200
Valor m² R$  103",0,1,0
"SIG Quadra 6, SIG, BRASILIA",Aluguel Loja 229 m²,229 m²,"R$  11.000
Valor m² R$  48",0,0,2
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Loja 663 m²,663 m²,"R$  132.600
Valor m² R$  200",0,0,0
"Rodovia DF 251, JARDIM BOTANICO, BRASILIA",Aluguel Casa 300 m²,300 m²,"R$  9.500
Valor m² R$  31",4,2,4
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 165 m²,165 m²,"R$  14.000
Valor m² R$  84",4,3,5
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  700
Valor m² R$  21",0,0,0
"Condomínio Santa Felicidade, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 250 m²,250 m²,"R$  6.900
Valor m² R$  27",3,1,4
"CLN 402 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 30 m²,30 m²,"R$  1.590
Valor m² R$  53",0,1,0
"SQS 310 Bloco G, ASA SUL, BRASILIA",Aluguel Apartamento 75 m²,75 m²,"R$  3.200
Valor m² R$  42",2,0,0
"SHCGN 704 Bloco G, ASA NORTE, BRASILIA",Aluguel Loja 140 m²,140 m²,"R$  4.000
Valor m² R$  28",0,0,0
"SCN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 100 m²,100 m²,"R$  8.500
Valor m² R$  85",0,0,2
"SHIS QL 20 Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 400 m²,400 m²,"R$  15.500
Valor m² R$  38",4,2,2
"CLN 116, ASA NORTE, BRASILIA",Aluguel Loja 30 m²,30 m²,"R$  2.500
Valor m² R$  83",0,0,0
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 58 m²,58 m²,"R$  3.999
Valor m² R$  68",0,0,0
"EQS 514/515, ASA SUL, BRASILIA",Aluguel Galpão 1500 m²,1500 m²,"R$  30.000
Valor m² R$  20",0,0,0
"SEPN 504 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 385 m²,385 m²,"R$  11.500
Valor m² R$  29",0,0,0
"SHIN QI 2 Conjunto 2, LAGO NORTE, BRASILIA",Aluguel Casa 725 m²,725 m²,"R$  30.990
Valor m² R$  42",5,4,6
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  2.300
Valor m² R$  76",0,1,0
"SQN 208 Bloco J, ASA NORTE, BRASILIA",Aluguel Apartamento 130 m²,130 m²,"R$  10.000
Valor m² R$  76",4,2,2
"SCS Quadra 2, ASA SUL, BRASILIA",Aluguel Sala 89 m²,89 m²,"R$  1.950
Valor m² R$  21",0,0,0
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",Aluguel Casa 500 m²,500 m²,"R$  13.000
Valor m² R$  26",5,5,4
"SCS Quadra 2, ASA SUL, BRASILIA",Aluguel Sala 83 m²,83 m²,"R$  1.670
Valor m² R$  20",0,0,0
"SQS 316 Bloco J, ASA SUL, BRASILIA",Aluguel Apartamento 178 m²,178 m²,"R$  7.800
Valor m² R$  43",3,1,0
"SHLN Bloco G Lote 9, ASA NORTE, BRASILIA",Aluguel Sala 330 m²,330 m²,"R$  39.000
Valor m² R$  118",0,0,11
"Condomínio Ecológico Parque do Mirante, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 200 m²,200 m²,"R$  5.000
Valor m² R$  25",3,2,2
"SRTVS, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.400
Valor m² R$  46",0,0,0
"CLN 315 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 40 m²,40 m²,"R$  1.200
Valor m² R$  30",0,0,0
"SHIS EQL 6/8, LAGO SUL, BRASILIA",Aluguel Kitnet 33 m²,33 m²,"R$  5.900
Valor m² R$  178",0,0,0
"SCS Quadra 03 Bloco A LOJA 01, ASA SUL, BRASILIA",Aluguel Sala 830 m²,830 m²,"R$  41.500
Valor m² R$  50",0,0,6
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",Aluguel Sala 95 m²,95 m²,"R$  6.707
Valor m² R$  70",0,0,0
"SQN 316 Bloco I, ASA NORTE, BRASILIA",Aluguel Sala 154 m²,154 m²,"R$  10.500
Valor m² R$  68",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 53 m²,53 m²,"R$  4.600
Valor m² R$  86",0,1,0
"SGCV, PARK SUL, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.554
Valor m² R$  55",0,0,0
"SHIGS 704 Bloco H, ASA SUL, BRASILIA",Aluguel Casa 314 m²,314 m²,"R$  7.500
Valor m² R$  23",5,2,2
"SHIS QL 12, LAGO SUL, BRASILIA",Aluguel Casa 982 m²,982 m²,"R$  50.000
Valor m² R$  50",6,4,0
"EQN 502/503, ASA NORTE, BRASILIA",Aluguel Sala 1100 m²,1100 m²,"R$  110.000
Valor m² R$  100",0,0,0
"SHIS QI 23 Bloco B, LAGO SUL, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  1.800
Valor m² R$  47",0,0,0
"SCN Quadra 1, ASA NORTE, BRASILIA",Aluguel Loja 355 m²,355 m²,"R$  30.175
Valor m² R$  85",0,0,6
"SCRN 712/713 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 483 m²,483 m²,"R$  8.000
Valor m² R$  16",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.700
Valor m² R$  68",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 77 m²,77 m²,"R$  6.799
Valor m² R$  88",0,0,3
"SEPS 707/907, ASA SUL, BRASILIA",Aluguel Sala 1500 m²,1500 m²,"R$  165.000
Valor m² R$  110",0,0,0
"CLN 115 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 28 m²,28 m²,"R$  3.500
Valor m² R$  125",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  550
Valor m² R$  12",0,0,0
